accession	description
"GCA_017429935.1"	"ASM1742993v1 assembly for Acidaminococcaceae bacterium"
"GCA_017429945.1"	"ASM1742994v1 assembly for Bacteroidaceae bacterium"
"GCA_017430085.1"	"ASM1743008v1 assembly for Lachnospiraceae bacterium"
"GCA_017430125.1"	"ASM1743012v1 assembly for Muribaculaceae bacterium"
"GCA_017430145.1"	"ASM1743014v1 assembly for Clostridia bacterium"
"GCA_017430155.1"	"ASM1743015v1 assembly for Kiritimatiellia bacterium"
"GCA_017430225.1"	"ASM1743022v1 assembly for Clostridia bacterium"
"GCA_017430235.1"	"ASM1743023v1 assembly for Paludibacteraceae bacterium"
"GCA_017430265.1"	"ASM1743026v1 assembly for Paludibacteraceae bacterium"
"GCA_017430275.1"	"ASM1743027v1 assembly for Lachnospiraceae bacterium"
"GCA_017430305.1"	"ASM1743030v1 assembly for Ruminococcus sp."
"GCA_017430325.1"	"ASM1743032v1 assembly for Eubacterium sp."
"GCA_017430335.1"	"ASM1743033v1 assembly for Bacillota bacterium"
"GCA_017430365.1"	"ASM1743036v1 assembly for Bacteroidales bacterium"
"GCA_017430385.1"	"ASM1743038v1 assembly for Treponema sp."
"GCA_017430395.1"	"ASM1743039v1 assembly for Bacteroidaceae bacterium"
"GCA_017430425.1"	"ASM1743042v1 assembly for Treponema sp."
"GCA_017430435.1"	"ASM1743043v1 assembly for Treponema sp."
"GCA_017430455.1"	"ASM1743045v1 assembly for Oscillospiraceae bacterium"
"GCA_017430465.1"	"ASM1743046v1 assembly for Oscillospiraceae bacterium"
"GCA_017430505.1"	"ASM1743050v1 assembly for Prevotella sp."
"GCA_017430545.1"	"ASM1743054v1 assembly for Butyrivibrio sp."
"GCA_017430565.1"	"ASM1743056v1 assembly for Butyrivibrio sp."
"GCA_017430625.1"	"ASM1743062v1 assembly for Pseudobutyrivibrio sp."
"GCA_017430645.1"	"ASM1743064v1 assembly for Ruminococcus sp."
"GCA_017430655.1"	"ASM1743065v1 assembly for Campylobacter sp."
"GCA_017430675.1"	"ASM1743067v1 assembly for Prevotella sp."
"GCA_017430685.1"	"ASM1743068v1 assembly for Clostridia bacterium"
"GCA_017430725.1"	"ASM1743072v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017430835.1"	"ASM1743083v1 assembly for Methanosphaera sp."
"GCA_017430865.1"	"ASM1743086v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017430875.1"	"ASM1743087v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017430905.1"	"ASM1743090v1 assembly for Bacillota bacterium"
"GCA_017430925.1"	"ASM1743092v1 assembly for Solobacterium sp."
"GCA_017430945.1"	"ASM1743094v1 assembly for Clostridia bacterium"
"GCA_017430965.1"	"ASM1743096v1 assembly for Clostridia bacterium"
"GCA_017431065.1"	"ASM1743106v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017431085.1"	"ASM1743108v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017431105.1"	"ASM1743110v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017431125.1"	"ASM1743112v1 assembly for Exiguobacterium sp."
"GCA_017431145.1"	"ASM1743114v1 assembly for Clostridia bacterium"
"GCA_017435195.1"	"ASM1743519v1 assembly for Clostridia bacterium"
"GCA_017435225.1"	"ASM1743522v1 assembly for Thermoguttaceae bacterium"
"GCA_017435245.1"	"ASM1743524v1 assembly for Oscillospiraceae bacterium"
"GCA_017435255.1"	"ASM1743525v1 assembly for Bacilli bacterium"
"GCA_017435285.1"	"ASM1743528v1 assembly for Clostridia bacterium"
"GCA_017435305.1"	"ASM1743530v1 assembly for Clostridia bacterium"
"GCA_017435315.1"	"ASM1743531v1 assembly for Oscillospiraceae bacterium"
"GCA_017435345.1"	"ASM1743534v1 assembly for Clostridia bacterium"
"GCA_017435365.1"	"ASM1743536v1 assembly for Akkermansia sp."
"GCA_017435545.1"	"ASM1743554v1 assembly for Campylobacter sp."
"GCA_017435565.1"	"ASM1743556v1 assembly for Oscillospiraceae bacterium"
"GCA_017435585.1"	"ASM1743558v1 assembly for Bacilli bacterium"
"GCA_017435605.1"	"ASM1743560v1 assembly for Clostridia bacterium"
"GCA_017435615.1"	"ASM1743561v1 assembly for Oscillospiraceae bacterium"
"GCA_017435645.1"	"ASM1743564v1 assembly for Clostridium sp."
"GCA_017435665.1"	"ASM1743566v1 assembly for Clostridia bacterium"
"GCA_017435685.1"	"ASM1743568v1 assembly for Bacteroidales bacterium"
"GCA_017435695.1"	"ASM1743569v1 assembly for Oscillospiraceae bacterium"
"GCA_017435725.1"	"ASM1743572v1 assembly for Ruminococcus sp."
"GCA_017440465.1"	"ASM1744046v1 assembly for Clostridia bacterium"
"GCA_017440475.1"	"ASM1744047v1 assembly for Alistipes sp."
"GCA_017440525.1"	"ASM1744052v1 assembly for Oscillospiraceae bacterium"
"GCA_017440545.1"	"ASM1744054v1 assembly for Oscillospiraceae bacterium"
"GCA_017440565.1"	"ASM1744056v1 assembly for Eggerthellaceae bacterium"
"GCA_017440575.1"	"ASM1744057v1 assembly for Lachnospiraceae bacterium"
"GCA_017440605.1"	"ASM1744060v1 assembly for Butyricimonas sp."
"GCA_017440665.1"	"ASM1744066v1 assembly for Clostridia bacterium"
"GCA_017440705.1"	"ASM1744070v1 assembly for Bacillota bacterium"
"GCA_017440755.1"	"ASM1744075v1 assembly for Clostridia bacterium"
"GCA_017440805.1"	"ASM1744080v1 assembly for Clostridia bacterium"
"GCA_017440825.1"	"ASM1744082v1 assembly for Clostridia bacterium"
"GCA_017440885.1"	"ASM1744088v1 assembly for Microbacterium sp."
"GCA_017440925.1"	"ASM1744092v1 assembly for Oscillospiraceae bacterium"
"GCA_017440955.1"	"ASM1744095v1 assembly for Clostridia bacterium"
"GCA_017441005.1"	"ASM1744100v1 assembly for Clostridia bacterium"
"GCA_017441015.1"	"ASM1744101v1 assembly for Ruminococcus sp."
"GCA_017441045.1"	"ASM1744104v1 assembly for Clostridia bacterium"
"GCA_017441065.1"	"ASM1744106v1 assembly for Bacilli bacterium"
"GCA_017441085.1"	"ASM1744108v1 assembly for Lachnospiraceae bacterium"
"GCA_017441265.1"	"ASM1744126v1 assembly for Lachnospiraceae bacterium"
"GCA_017441285.1"	"ASM1744128v1 assembly for Ruminococcus sp."
"GCA_017441295.1"	"ASM1744129v1 assembly for Lachnospiraceae bacterium"
"GCA_017441925.1"	"ASM1744192v1 assembly for Bacillota bacterium"
"GCA_017441945.1"	"ASM1744194v1 assembly for Clostridia bacterium"
"GCA_017441965.1"	"ASM1744196v1 assembly for Clostridia bacterium"
"GCA_017441985.1"	"ASM1744198v1 assembly for Thermoguttaceae bacterium"
"GCA_017442005.1"	"ASM1744200v1 assembly for Muribaculaceae bacterium"
"GCA_017442025.1"	"ASM1744202v1 assembly for Clostridia bacterium"
"GCA_017442045.1"	"ASM1744204v1 assembly for Phascolarctobacterium sp."
"GCA_017442065.1"	"ASM1744206v1 assembly for Peptococcaceae bacterium"
"GCA_017442185.1"	"ASM1744218v1 assembly for Bacteroidaceae bacterium"
"GCA_017442205.1"	"ASM1744220v1 assembly for Akkermansia sp."
"GCA_017442215.1"	"ASM1744221v1 assembly for Clostridia bacterium"
"GCA_017442225.1"	"ASM1744222v1 assembly for Clostridia bacterium"
"GCA_017444905.1"	"ASM1744490v1 assembly for Bacteroidales bacterium"
"GCA_017444965.1"	"ASM1744496v1 assembly for Clostridia bacterium"
"GCA_017444985.1"	"ASM1744498v1 assembly for Bacillota bacterium"
"GCA_017445005.1"	"ASM1744500v1 assembly for bacterium"
"GCA_017448855.1"	"ASM1744885v1 assembly for Bacteroidales bacterium"
"GCA_017448885.1"	"ASM1744888v1 assembly for Mycoplasma sp."
"GCA_017448975.1"	"ASM1744897v1 assembly for Clostridia bacterium"
"GCA_017448985.1"	"ASM1744898v1 assembly for Paludibacteraceae bacterium"
"GCA_017449025.1"	"ASM1744902v1 assembly for Prevotella sp."
"GCA_017449225.1"	"ASM1744922v1 assembly for Bacteroidales bacterium"
"GCA_017460765.1"	"ASM1746076v1 assembly for Prevotella sp."
"GCA_017460785.1"	"ASM1746078v1 assembly for Eubacterium sp."
"GCA_017460805.1"	"ASM1746080v1 assembly for Bacillota bacterium"
"GCA_017460825.1"	"ASM1746082v1 assembly for Prevotella sp."
"GCA_017461065.1"	"ASM1746106v1 assembly for Clostridia bacterium"
"GCA_017461125.1"	"ASM1746112v1 assembly for Clostridia bacterium"
"GCA_017461135.1"	"ASM1746113v1 assembly for Oscillospiraceae bacterium"
"GCA_017461165.1"	"ASM1746116v1 assembly for Alistipes sp."
"GCA_017469525.1"	"ASM1746952v1 assembly for Bacteroidaceae bacterium"
"GCA_017469545.1"	"ASM1746954v1 assembly for Clostridia bacterium"
"GCA_017469565.1"	"ASM1746956v1 assembly for Clostridia bacterium"
"GCA_017469785.1"	"ASM1746978v1 assembly for Treponema sp."
"GCA_017470285.1"	"ASM1747028v1 assembly for Acidaminococcaceae bacterium"
"GCA_017470295.1"	"ASM1747029v1 assembly for Succinivibrio sp."
"GCA_017470325.1"	"ASM1747032v1 assembly for Oscillospiraceae bacterium"
"GCA_017470345.1"	"ASM1747034v1 assembly for Prevotella sp."
"GCA_017470355.1"	"ASM1747035v1 assembly for Fibrobacter sp."
"GCA_017470385.1"	"ASM1747038v1 assembly for Clostridia bacterium"
"GCA_017470405.1"	"ASM1747040v1 assembly for Bacteroidaceae bacterium"
"GCA_017470425.1"	"ASM1747042v1 assembly for Bacteroidaceae bacterium"
"GCA_017476475.1"	"ASM1747647v1 assembly for Phocaeicola sp."
"GCA_017476505.1"	"ASM1747650v1 assembly for Muribaculaceae bacterium"
"GCA_017476525.1"	"ASM1747652v1 assembly for Ruminococcus sp."
"GCA_017476545.1"	"ASM1747654v1 assembly for Alloprevotella sp."
"GCA_017476565.1"	"ASM1747656v1 assembly for Clostridia bacterium"
"GCA_017476575.1"	"ASM1747657v1 assembly for Bacteroidales bacterium"
"GCA_017476605.1"	"ASM1747660v1 assembly for Clostridia bacterium"
"GCA_017476625.1"	"ASM1747662v1 assembly for Treponema sp."
"GCA_017476645.1"	"ASM1747664v1 assembly for Paludibacteraceae bacterium"
"GCA_017476665.1"	"ASM1747666v1 assembly for Lachnospiraceae bacterium"
"GCA_017476685.1"	"ASM1747668v1 assembly for Bacteroidales bacterium"
"GCA_017476705.1"	"ASM1747670v1 assembly for Bacilli bacterium"
"GCA_017476725.1"	"ASM1747672v1 assembly for Oscillibacter sp."
"GCA_017476735.1"	"ASM1747673v1 assembly for Anaerovibrio sp."
"GCA_017476765.1"	"ASM1747676v1 assembly for Lachnospiraceae bacterium"
"GCA_017476785.1"	"ASM1747678v1 assembly for Prevotella sp."
"GCA_017476805.1"	"ASM1747680v1 assembly for Selenomonas sp."
"GCA_017476825.1"	"ASM1747682v1 assembly for bacterium"
"GCA_017476845.1"	"ASM1747684v1 assembly for Clostridia bacterium"
"GCA_017479265.1"	"ASM1747926v1 assembly for Bacteroidales bacterium"
"GCA_017479285.1"	"ASM1747928v1 assembly for Lachnospiraceae bacterium"
"GCA_017479345.1"	"ASM1747934v1 assembly for Oscillospiraceae bacterium"
"GCA_017479525.1"	"ASM1747952v1 assembly for Lachnospiraceae bacterium"
"GCA_017479555.1"	"ASM1747955v1 assembly for Bacteroidaceae bacterium"
"GCA_017479645.1"	"ASM1747964v1 assembly for Ruminiclostridium sp."
"GCA_017479665.1"	"ASM1747966v1 assembly for Atopobiaceae bacterium"
"GCA_017479675.1"	"ASM1747967v1 assembly for Prevotella sp."
"GCA_017479705.1"	"ASM1747970v1 assembly for Bacteroidales bacterium"
"GCA_017479725.1"	"ASM1747972v1 assembly for Kiritimatiellia bacterium"
"GCA_017479785.1"	"ASM1747978v1 assembly for Alphaproteobacteria bacterium"
"GCA_017479815.1"	"ASM1747981v1 assembly for Neisseriaceae bacterium"
"GCA_017501145.1"	"ASM1750114v1 assembly for Clostridia bacterium"
"GCA_017501155.1"	"ASM1750115v1 assembly for Clostridia bacterium"
"GCA_017501175.1"	"ASM1750117v1 assembly for Clostridia bacterium"
"GCA_017501205.1"	"ASM1750120v1 assembly for Clostridia bacterium"
"GCA_017501225.1"	"ASM1750122v1 assembly for Clostridia bacterium"
"GCA_017501245.1"	"ASM1750124v1 assembly for Clostridia bacterium"
"GCA_017501285.1"	"ASM1750128v1 assembly for Clostridia bacterium"
"GCA_017501365.1"	"ASM1750136v1 assembly for Kiritimatiellia bacterium"
"GCA_017501405.1"	"ASM1750140v1 assembly for Fibrobacter sp."
"GCA_017501425.1"	"ASM1750142v1 assembly for Ruminococcus sp."
"GCA_017501545.1"	"ASM1750154v1 assembly for Clostridia bacterium"
"GCA_017501565.1"	"ASM1750156v1 assembly for Elusimicrobiaceae bacterium"
"GCA_017501665.1"	"ASM1750166v1 assembly for Alphaproteobacteria bacterium"
"GCA_017501675.1"	"ASM1750167v1 assembly for Lentisphaeria bacterium"
"GCA_017501695.1"	"ASM1750169v1 assembly for Oscillospiraceae bacterium"
"GCA_017501715.1"	"ASM1750171v1 assembly for Clostridia bacterium"
"GCA_017501745.1"	"ASM1750174v1 assembly for Clostridia bacterium"
"GCA_017501765.1"	"ASM1750176v1 assembly for Lentisphaeria bacterium"
"GCA_017501785.1"	"ASM1750178v1 assembly for Oscillospiraceae bacterium"
"GCA_017503045.1"	"ASM1750304v1 assembly for Clostridia bacterium"
"GCA_017503065.1"	"ASM1750306v1 assembly for Bacteroidaceae bacterium"
"GCA_017503075.1"	"ASM1750307v1 assembly for Paludibacteraceae bacterium"
"GCA_017503105.1"	"ASM1750310v1 assembly for Clostridia bacterium"
"GCA_017503135.1"	"ASM1750313v1 assembly for Clostridia bacterium"
"GCA_017503165.1"	"ASM1750316v1 assembly for Clostridia bacterium"
"GCA_017503325.1"	"ASM1750332v1 assembly for Clostridia bacterium"
"GCA_017503335.1"	"ASM1750333v1 assembly for Bacteroidales bacterium"
"GCA_017503365.1"	"ASM1750336v1 assembly for Alistipes sp."
"GCA_017503375.1"	"ASM1750337v1 assembly for Lentisphaeria bacterium"
"GCA_017503395.1"	"ASM1750339v1 assembly for Clostridia bacterium"
"GCA_017503425.1"	"ASM1750342v1 assembly for Lentisphaeria bacterium"
"GCA_017503445.1"	"ASM1750344v1 assembly for Clostridia bacterium"
"GCA_017503465.1"	"ASM1750346v1 assembly for Tidjanibacter sp."
"GCA_017503575.1"	"ASM1750357v1 assembly for Alistipes sp."
"GCA_017503605.1"	"ASM1750360v1 assembly for Rikenellaceae bacterium"
"GCA_017503625.1"	"ASM1750362v1 assembly for Clostridia bacterium"
"GCA_017503645.1"	"ASM1750364v1 assembly for Bacteroidaceae bacterium"
"GCA_017509485.1"	"ASM1750948v1 assembly for Oscillospiraceae bacterium"
"GCA_017509495.1"	"ASM1750949v1 assembly for Prevotella sp."
"GCA_017509525.1"	"ASM1750952v1 assembly for Oscillospiraceae bacterium"
"GCA_017509545.1"	"ASM1750954v1 assembly for Prevotella sp."
"GCA_017509565.1"	"ASM1750956v1 assembly for Kiritimatiellia bacterium"
"GCA_017509585.1"	"ASM1750958v1 assembly for Ruminococcus sp."
"GCA_017509605.1"	"ASM1750960v1 assembly for Bacteroidaceae bacterium"
"GCA_017509625.1"	"ASM1750962v1 assembly for Bacteroidales bacterium"
"GCA_017509645.1"	"ASM1750964v1 assembly for Bacteroidaceae bacterium"
"GCA_017509655.1"	"ASM1750965v1 assembly for Candidatus Methanomethylophilaceae archaeon"
"GCA_017509685.1"	"ASM1750968v1 assembly for Bacteroidales bacterium"
"GCA_017509895.1"	"ASM1750989v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017509925.1"	"ASM1750992v1 assembly for Bacteroidaceae bacterium"
"GCA_017509945.1"	"ASM1750994v1 assembly for Bacillus sp. (in: firmicutes)"
"GCA_017509965.1"	"ASM1750996v1 assembly for Bacillota bacterium"
"GCA_017509985.1"	"ASM1750998v1 assembly for Lachnospiraceae bacterium"
"GCA_017510005.1"	"ASM1751000v1 assembly for Atopobiaceae bacterium"
"GCA_017510025.1"	"ASM1751002v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017510045.1"	"ASM1751004v1 assembly for Lachnospiraceae bacterium"
"GCA_017510065.1"	"ASM1751006v1 assembly for Parasporobacterium sp."
"GCA_017510075.1"	"ASM1751007v1 assembly for Candidatus Saccharibacteria bacterium"
"GCA_017510085.1"	"ASM1751008v1 assembly for Exiguobacterium sp."
"GCA_017513385.1"	"ASM1751338v1 assembly for Oscillospiraceae bacterium"
"GCA_017513405.1"	"ASM1751340v1 assembly for Ruminococcus sp."
"GCA_017513425.1"	"ASM1751342v1 assembly for Bacteroidaceae bacterium"
"GCA_017513445.1"	"ASM1751344v1 assembly for Bacteroidales bacterium"
"GCA_017513465.1"	"ASM1751346v1 assembly for Oscillospiraceae bacterium"
"GCA_017513475.1"	"ASM1751347v1 assembly for Clostridia bacterium"
"GCA_017513605.1"	"ASM1751360v1 assembly for Lachnospiraceae bacterium"
"GCA_017513645.1"	"ASM1751364v1 assembly for Oscillospiraceae bacterium"
"GCA_017513655.1"	"ASM1751365v1 assembly for Oscillospiraceae bacterium"
"GCA_017513705.1"	"ASM1751370v1 assembly for Lachnospiraceae bacterium"
"GCA_017513725.1"	"ASM1751372v1 assembly for Lachnospiraceae bacterium"
"GCA_017513745.1"	"ASM1751374v1 assembly for Prevotella sp."
"GCA_017513785.1"	"ASM1751378v1 assembly for Campylobacter sp."
"GCA_017513825.1"	"ASM1751382v1 assembly for Bacteroides sp."
"GCA_017513865.1"	"ASM1751386v1 assembly for Bacilli bacterium"
"GCA_017513935.1"	"ASM1751393v1 assembly for Bacillus sp. (in: firmicutes)"
"GCA_017551205.1"	"ASM1755120v1 assembly for Lachnospiraceae bacterium"
"GCA_017551285.1"	"ASM1755128v1 assembly for Clostridia bacterium"
"GCA_017551325.1"	"ASM1755132v1 assembly for Spirochaetia bacterium"
"GCA_017551345.1"	"ASM1755134v1 assembly for Bacilli bacterium"
"GCA_017551355.1"	"ASM1755135v1 assembly for Bacillota bacterium"
"GCA_017551385.1"	"ASM1755138v1 assembly for Bacteroidales bacterium"
"GCA_017551425.1"	"ASM1755142v1 assembly for Bacteroidales bacterium"
"GCA_017551445.1"	"ASM1755144v1 assembly for Oscillospiraceae bacterium"
"GCA_017551485.1"	"ASM1755148v1 assembly for Deltaproteobacteria bacterium"
"GCA_017551505.1"	"ASM1755150v1 assembly for Eubacteriaceae bacterium"
"GCA_017551545.1"	"ASM1755154v1 assembly for Treponema sp."
"GCA_017551575.1"	"ASM1755157v1 assembly for Methanobrevibacter sp."
"GCA_017551625.1"	"ASM1755162v1 assembly for Clostridiales bacterium"
"GCA_017551645.1"	"ASM1755164v1 assembly for Clostridia bacterium"
"GCA_017551705.1"	"ASM1755170v1 assembly for Treponema sp."
"GCA_017551725.1"	"ASM1755172v1 assembly for Bacteroidales bacterium"
"GCA_017561935.1"	"ASM1756193v1 assembly for Bacteroidales bacterium"
"GCA_017561965.1"	"ASM1756196v1 assembly for Oscillospiraceae bacterium"
"GCA_017562005.1"	"ASM1756200v1 assembly for Muribaculaceae bacterium"
"GCA_017616515.1"	"ASM1761651v1 assembly for Bacteroidaceae bacterium"
"GCA_017616555.1"	"ASM1761655v1 assembly for bacterium"
"GCA_017616575.1"	"ASM1761657v1 assembly for Candidatus Methanomethylophilaceae archaeon"
"GCA_017616595.1"	"ASM1761659v1 assembly for Bacteroidales bacterium"
"GCA_017616615.1"	"ASM1761661v1 assembly for Paludibacteraceae bacterium"
"GCA_017616625.1"	"ASM1761662v1 assembly for Neisseriaceae bacterium"
"GCA_017616655.1"	"ASM1761665v1 assembly for Bacteroidales bacterium"
"GCA_017621835.1"	"ASM1762183v1 assembly for Prevotella sp."
"GCA_017621955.1"	"ASM1762195v1 assembly for Clostridia bacterium"
"GCA_017621975.1"	"ASM1762197v1 assembly for Lachnospiraceae bacterium"
"GCA_017621985.1"	"ASM1762198v1 assembly for Eubacterium sp."
"GCA_017622025.1"	"ASM1762202v1 assembly for Bacteroidales bacterium"
"GCA_017622055.1"	"ASM1762205v1 assembly for Treponema sp."
"GCA_017622115.1"	"ASM1762211v1 assembly for Clostridia bacterium"
"GCA_017622135.1"	"ASM1762213v1 assembly for Spirochaetaceae bacterium"
"GCA_017622175.1"	"ASM1762217v1 assembly for Bacilli bacterium"
"GCA_017622235.1"	"ASM1762223v1 assembly for Spirochaetaceae bacterium"
"GCA_017622265.1"	"ASM1762226v1 assembly for Romboutsia sp."
"GCA_017622315.1"	"ASM1762231v1 assembly for Bacteroidaceae bacterium"
"GCA_017622335.1"	"ASM1762233v1 assembly for Oscillospiraceae bacterium"
"GCA_017622355.1"	"ASM1762235v1 assembly for Clostridia bacterium"
"GCA_017622435.1"	"ASM1762243v1 assembly for Bacteroidaceae bacterium"
"GCA_017622455.1"	"ASM1762245v1 assembly for Paludibacteraceae bacterium"
"GCA_017625565.1"	"ASM1762556v1 assembly for Clostridia bacterium"
"GCA_017625595.1"	"ASM1762559v1 assembly for Paludibacteraceae bacterium"
"GCA_017625635.1"	"ASM1762563v1 assembly for Clostridia bacterium"
"GCA_017625655.1"	"ASM1762565v1 assembly for Clostridia bacterium"
"GCA_017625695.1"	"ASM1762569v1 assembly for Clostridia bacterium"
"GCA_017625715.1"	"ASM1762571v1 assembly for Bacilli bacterium"
"GCA_017625725.1"	"ASM1762572v1 assembly for Bacteroidales bacterium"
"GCA_017625755.1"	"ASM1762575v1 assembly for Clostridia bacterium"
"GCA_017625775.1"	"ASM1762577v1 assembly for Fibrobacteraceae bacterium"
"GCA_017625815.1"	"ASM1762581v1 assembly for Lachnospiraceae bacterium"
"GCA_017625835.1"	"ASM1762583v1 assembly for Clostridia bacterium"
"GCA_017625895.1"	"ASM1762589v1 assembly for Clostridia bacterium"
"GCA_017625915.1"	"ASM1762591v1 assembly for Clostridia bacterium"
"GCA_017625935.1"	"ASM1762593v1 assembly for Clostridia bacterium"
"GCA_017625955.1"	"ASM1762595v1 assembly for bacterium"
"GCA_017626015.1"	"ASM1762601v1 assembly for Ruminococcus sp."
"GCA_017626035.1"	"ASM1762603v1 assembly for Alphaproteobacteria bacterium"
"GCA_017626055.1"	"ASM1762605v1 assembly for bacterium"
"GCA_017626135.1"	"ASM1762613v1 assembly for Clostridia bacterium"
"GCA_017626755.1"	"ASM1762675v1 assembly for Oscillospiraceae bacterium"
"GCA_017626775.1"	"ASM1762677v1 assembly for Mogibacterium sp."
"GCA_017626785.1"	"ASM1762678v1 assembly for Desulfovibrio sp."
